county1,county2,county3,city,precinct,election_date,issue,result,for_vote,against_vote,status_before,status_current,status_before_detail,status_current_detail,fiscal_year,jurid,issue.clean,prohibitory,beer.wine,mixed.beverges,all.alocohol,off.premise,on.premise,cert
Hood,NA,NA,NA,Precinct 1,11/6/2012,legal sale of beer and wine for off-premises consumption only.,passed,2626,1420,wet,wet,only “wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales,2013,Hood____Precinct 1,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Real,NA,NA,NA,Precinct 3,11/4/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,75,63,wet,wet,beer and wine for off-premises consumption,all alcoholic beverages including mixed beverages.,2015,Real____Precinct 3,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Jasper,NA,NA,NA,Precinct 4,11/6/2018,legal sale of beer and wine for off-premises consumption only.,passed,1535,816,dry,wet,NA,NA,2019,Jasper____Precinct 4,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Concho,NA,NA,NA,NA,5/14/2011,legal sale of beer and wine.,passed,281,33,wet,wet,beer ,wet throughout for the sale of beer and wine.,2011,Concho____,legal sale of beer and wine,0,1,0,0,0,1,0
Lampasas,NA,NA,NA,Precinct 4,11/4/2014,legal sale of beer and wine.,passed,1366,389,wet,wet,“wet in part” for the sale of beer and wine,“wet” throughout for such sales.,2015,Lampasas____Precinct 4,legal sale of beer and wine,0,1,0,0,0,1,0
Brown,NA,NA,NA,NA,11/6/2018,"legal sale of all alcoholic beverages, including mixed beverages.",passed,7528,2511,wet,wet,“wet” in part for the sale of all alcoholic beverages for off-premises consumption and for the sale of mixed beverages in restaurants by food and beverage certificate holders,“wet” in large part for the sale of all alcoholic beverages including mixed beverages.,2019,Brown____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Gillespie,NA,NA,NA,Precinct 6,11/5/2013,legal sale of beer and wine.,passed,265,59,wet,wet,beer ,both beer and wine,2014,Gillespie____Precinct 6,legal sale of beer and wine,0,1,0,0,0,1,0
Rusk,NA,NA,NA,Precinct 4,11/4/2014,legal sale of beer and wine for off-premises consumption only.,passed,653,389,dry,wet,NA,NA,2015,Rusk____Precinct 4,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Live Oak,NA,NA,NA,Precinct 1,11/4/2014,legal sale of beer and wine.,passed,260,105,wet,wet,beer ,beer and wine.,2015,Live Oak____Precinct 1,legal sale of beer and wine,0,1,0,0,0,1,0
Kaufman,NA,NA,NA,Precinct 2,11/3/2015,legal sale of beer and wine for off-premises consumption only.,passed,1047,642,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2016,Kaufman____Precinct 2,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Smith,NA,NA,NA,Precinct 4,11/2/2010,legal sale of beer and wine for off-premises consumption only.,failed,2300,2351,wet,wet,was “wet” only in part for the sale of beer and wine for off-premises consumption,remains only “wet” in part for such sales,2011,Smith____Precinct 4,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Randall,NA,NA,NA,Precinct 1,11/7/2017,legal sale of beer and wine for off-premises consumption only.,passed,717,437,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2018,Randall____Precinct 1,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Ochiltree,NA,NA,NA,NA,5/11/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,814,721,dry,wet,NA,NA,2013,Ochiltree____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Hall,NA,NA,NA,Precinct 4,11/3/2015,"legal sale of all alcoholic beverages, including mixed beverages.",passed,81,52,dry,wet,NA,NA,2016,Hall____Precinct 4,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Walker,NA,NA,NA,Precinct 2,11/5/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,1437,422,wet,wet,"“wet” for all alcoholic beverage sales, except the sale of mixed beverages","”wet” for all sales of alcoholic beverages, including sales of mixed beverages.",2014,Walker____Precinct 2,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Sterling,NA,NA,NA,NA,11/4/2014,legal sale of beer and wine.,passed,275,197,dry,wet,NA,NA,2015,Sterling____,legal sale of beer and wine,0,1,0,0,0,1,0
Young,NA,NA,NA,Precinct 1,11/4/2014,legal sale of beer and wine for off-premises consumption only.,failed,1837,2080,dry,dry,NA,NA,2015,Young____Precinct 1,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Glasscock,NA,NA,NA,NA,11/6/2018,legal sale of all alcoholic beverages for off-premises consumption only.,passed,361,142,wet,wet,beer and wine for off-premises consumption,all alcoholic beverages for off-premises consumption.,2019,Glasscock____,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Lampasas,NA,NA,NA,Precinct 2/3,12/6/2018,legal sale of wine on the premises of a holder of winery permit.,passed,395,196,dry,wet,NA,NA,2019,Lampasas____Precinct 2/3,legal sale of wine by a holder of a winery permit,0,1,0,0,0,0,1
Smith,NA,NA,NA,Precinct 5,11/4/2014,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,4377,2299,dry,wet,NA,NA,2015,Smith____Precinct 5,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Burnet,NA,NA,NA,Precinct 1,11/2/2010,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,2038,595,dry,wet,was “dry” for all sales of alcoholic beverages for on-premises consumption,“wet” for the sale of mixed beverages in restaurants with food and beverage certificates.,2011,Burnet____Precinct 1,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Montague,NA,NA,NA,Precinct 2,11/8/2011,legal sale of beer and wine.,passed,2012,924,dry,wet,NA,NA,2012,Montague____Precinct 2,legal sale of beer and wine,0,1,0,0,0,1,0
Yoakum,NA,NA,NA,Precinct 2,5/11/2013,legal sale of beer and wine for off-premises consumption only.,passed,464,322,dry,wet,NA,NA,2013,Yoakum____Precinct 2,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Bandera,NA,NA,NA,Precinct 4,5/9/2015,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,161,101,wet,wet,“wet” in part for the sale of mixed beverages,“wet” throughout for the sale of mixed beverages in restaurants by food and beverage certificate holders,2015,Bandera____Precinct 4,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Matagorda,NA,NA,NA,Precinct 4,5/9/2015,legal sale of beer and wine for off-premises consumption only.,passed,234,54,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2015,Matagorda____Precinct 4,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
San Augustine,NA,NA,NA,Precinct 3,11/5/2013,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,337,423,dry,dry,NA,NA,2014,San Augustine____Precinct 3,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Andrews,NA,NA,NA,NA,11/2/2010,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,2002,2084,dry,dry,NA,NA,2011,Andrews____,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Callahan,NA,NA,NA,Precinct 1,11/8/2016,legal sale of beer and wine.,passed,1647,520,wet,wet,“wet” only for the sale of beer and wine for off-premises consumption,“wet” for the sale of beer and wine.,2017,Callahan____Precinct 1,legal sale of beer and wine,0,1,0,0,0,1,0
Wichita,NA,NA,NA,Precinct 3,5/11/2013,legal sale of all alcoholic beverages for off-premises consumption only.,passed,829,736,dry,wet,NA,NA,2013,Wichita____Precinct 3,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Tarrant,NA,NA,NA,Precinct 1,11/8/2016,legal sale of all alcoholic beverages for off-premises consumption only.,passed,41612,22905,wet,wet,“wet” in part for the sale all alcoholic beverages for off-premises consumption,“wet” throughout for such sales.,2017,Tarrant____Precinct 1,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Eastland,NA,NA,NA,Precinct 4,11/6/2012,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,1687,1059,dry,wet,NA,NA,2013,Eastland____Precinct 4,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Wood,NA,NA,NA,Precinct 3,11/4/2014,legal sale of beer and wine for off-premises consumption only.,passed,1687,931,dry,wet,NA,NA,2015,Wood____Precinct 3,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Jasper,NA,NA,NA,Precinct 2,5/6/2017,legal sale of beer and wine for off-premises consumption only.,passed,181,60,dry,wet,NA,NA,2017,Jasper____Precinct 2,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Smith,NA,NA,NA,Precinct 5,11/4/2014,legal sale of beer and wine for off-premises consumption only.,passed,3897,2848,dry,wet,NA,NA,2015,Smith____Precinct 5,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Jeff Davis,NA,NA,NA,Precinct 1,5/14/2011,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,70,26,wet,wet,“wet” for the sale of all alcoholic beverages for off-premises consumption only,wet for the sale of mixed beverages in restaurants by food and beverage certificate holders,2011,Jeff Davis____Precinct 1,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Delta,NA,NA,NA,NA,5/9/2015,legal sale of beer and wine for off-premises consumption only.,passed,446,413,dry,wet,NA,NA,2015,Delta____,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Clay,NA,NA,NA,NA,11/7/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,726,370,wet,wet,“wet” in part for all alcoholic beverage sales including mixed beverage,"“wet” throughout for such sales, except in the City of Petrolia which remains “wet” only for the sale of beer and wine for off-premises consumption due to a previous municipal election.",2018,Clay____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Polk,NA,NA,NA,Precinct 2,5/11/2013,legal sale of all alcoholic beverages for off-premises consumption only.,failed,110,188,wet,wet,“wet” only for the sale of beer and wine for off premises consumption and for the sale of mixed beverages in restaurants by holders of food and beverage certificates,remains “wet” only for such sales.,2013,Polk____Precinct 2,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Freestone,NA,NA,NA,NA,11/6/2012,legal sale of beer and wine for off-premises consumption only.,passed,4358,2913,wet,wet,NA,NA,2013,Freestone____,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Uvalde,NA,NA,NA,Precinct 3,11/7/2017,legal sale of beer and wine.,failed,157,167,dry,dry,NA,NA,2018,Uvalde____Precinct 3,legal sale of beer and wine,0,1,0,0,0,1,0
Hardin,NA,NA,NA,Precinct 2,11/4/2014,legal sale of all alcoholic beverages for off-premises consumption only.,passed,842,751,wet,wet,“wet” for the sale of beer and wine and “wet in part” both for the sale of mixed beverages in restaurants with food and beverage certificates and for the sale of distilled spirits for off-premises consumption,“wet” for sales of all alcoholic beverages for off-premises consumption and for the sale of beer and wine for on-premises consumption. It also remains “wet in part” for the sale of mixed restaurants in restaurants with a food and beverage certificate.,2015,Hardin____Precinct 2,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Hamilton,NA,NA,NA,Precinct 1,11/6/2012,"legal sale of all alcoholic beverages, including mixed beverages.",passed,1677,837,wet,wet,"only “wet” in part for the sale of all alcoholic beverages, including mixed beverages",“wet” throughout for such sales,2013,Hamilton____Precinct 1,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Sabine,NA,NA,NA,Precinct 1,11/6/2012,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,1389,684,dry,wet,NA,NA,2013,Sabine____Precinct 1,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Houston,NA,NA,NA,Precinct 1,5/4/2019,legal sale of beer and wine.,passed,988,504,wet,wet,“wet” for the sale of beer and wine for off-premises consumption and for the sale of mixed beverages in restaurants by holders of food and beverage certificates.,remains “wet” for the sale of mixed beverages in restaurants by holders of food and beverage certificates and is now also “wet” for the sale of beer and wine for both on and off premises consumption.,2019,Houston____Precinct 1,legal sale of beer and wine,0,1,0,0,0,1,0
San Augustine,NA,NA,NA,Precinct 3,11/5/2013,legal sale of beer and wine for off-premises consumption only.,failed,342,426,dry,dry,NA,NA,2014,San Augustine____Precinct 3,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Montague,NA,NA,NA,Precinct 2,11/8/2011,legal sale of all alcoholic beverages for off-premises consumption only.,passed,1901,1006,dry,wet,NA,NA,2012,Montague____Precinct 2,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Crosby,NA,NA,NA,NA,5/11/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,473,215,dry,wet,NA,NA,2013,Crosby____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
